# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  7 17:00:05 2020
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass]
# COLUMN pl_msinieerr1:  Planet Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_msinieerr2:  Planet Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_msinielim:   Planet Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_msinij:      Planet Mass*sin(i) [Jupiter Mass]
# COLUMN pl_msinijerr1:  Planet Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_msinijerr2:  Planet Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_msinijlim:   Planet Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass]
# COLUMN pl_cmasseerr1:  Planet Mass*sin(i)/sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_cmasseerr2:  Planet Mass*sin(i)/sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_cmasselim:   Planet Mass*sin(i)/sin(i) [Earth Mass] Limit Flag
# COLUMN pl_cmassj:      Planet Mass*sin(i)/sin(i) [Jupiter Mass]
# COLUMN pl_cmassjerr1:  Planet Mass*sin(i)/sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_cmassjerr2:  Planet Mass*sin(i)/sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_cmassjlim:   Planet Mass*sin(i)/sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmerr1:      Total Proper Motion Upper Unc [mas/yr]
# COLUMN sy_pmerr2:      Total Proper Motion Lower Unc [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_plxerr1:     Parallax [mas] Upper Unc
# COLUMN sy_plxerr2:     Parallax [mas] Lower Unc
#
pl_name,hostname,default_flag,discoverymethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim,sy_pm,sy_pmerr1,sy_pmerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2
HD 12661 b,HD 12661,1,Radial Velocity,0.840000,0.020000,-0.020000,0,,,,,,,,,772.32690,44.49620,-44.49620,0,2.43000,0.14000,-0.14000,0,,,,,,,,,772.32690,44.49620,-44.49620,0,2.43000,0.14000,-0.14000,0,Msini,1.20,0.10,-0.10,0,204.3236427,0.0890284,-0.0890284,37.8478000,0.0631500,-0.0631500,26.3927000,0.0437412,-0.0437412
HD 12661 c,HD 12661,1,Radial Velocity,2.814500,0.023800,-0.023800,0,,,,,,,,,575.88400,15.25500,-15.25500,0,1.81200,0.04800,-0.04800,0,,,,,,,,,575.88400,15.25500,-15.25500,0,1.81200,0.04800,-0.04800,0,Msini,1.02,0.02,-0.02,0,204.3236427,0.0890284,-0.0890284,37.8478000,0.0631500,-0.0631500,26.3927000,0.0437412,-0.0437412
HD 126614 b,HD 126614,1,Radial Velocity,2.370000,0.040000,-0.040000,0,,,,,,,,,130.31030,19.06980,-19.06980,0,0.41000,0.06000,-0.06000,0,,,,,,,,,130.31030,19.06980,-19.06980,0,0.41000,0.06000,-0.06000,0,Msini,1.26,0.20,-0.20,0,209.1781570,0.0705133,-0.0705133,73.0961000,0.2444500,-0.2444500,13.6519000,0.0454034,-0.0454034
HD 128311 b,HD 128311,1,Radial Velocity,1.084000,0.006000,-0.006000,0,,,,,,,,,562.24127,7.31009,-7.31009,0,1.76900,0.02300,-0.02300,0,,,,,,,,,562.24127,7.31009,-7.31009,0,1.76900,0.02300,-0.02300,0,Msini,0.83,0.01,-0.01,0,323.1998789,0.1156734,-0.1156734,16.3292000,0.0198500,-0.0198500,61.2111000,0.0739887,-0.0739887
HD 128311 c,HD 128311,1,Radial Velocity,1.740000,0.010000,-0.010000,0,1204.25787,293.67492,-137.30256,0,3.78900,0.92400,-0.43200,0,993.21875,21.93027,-21.93027,0,3.12500,0.06900,-0.06900,0,1198.700,207.500,-207.500,0,3.77200,0.65300,-0.65300,0,1204.25787,293.67492,-137.30256,0,3.78900,0.92400,-0.43200,0,Mass,0.83,0.01,-0.01,0,323.1998789,0.1156734,-0.1156734,16.3292000,0.0198500,-0.0198500,61.2111000,0.0739887,-0.0739887
HD 128356 b,HD 128356,1,Radial Velocity,0.870000,0.030000,-0.030000,0,,,,,,,,,282.86870,22.24810,-22.24810,0,0.89000,0.07000,-0.07000,0,,,,,,,,,282.86870,22.24810,-22.24810,0,0.89000,0.07000,-0.07000,0,Msini,0.65,0.05,-0.05,0,140.7964920,0.1129054,-0.1129054,26.1548000,0.0445500,-0.0445500,38.2052000,0.0646611,-0.0646611
HD 129445 b,HD 129445,1,Radial Velocity,2.900000,0.200000,-0.200000,0,,,,,,,,,508.50700,190.69000,-190.69000,0,1.60000,0.60000,-0.60000,0,,,,,,,,,508.50700,190.69000,-190.69000,0,1.60000,0.60000,-0.60000,0,Msini,0.99,,,0,205.9080194,0.0433706,-0.0433706,67.4386000,0.1605000,-0.1605000,14.7995000,0.0350284,-0.0350284
HD 130322 b,HD 130322,1,Radial Velocity,0.092500,,,0,,,,,,,,,365.49000,,,0,1.15000,,,0,,,,,,,,,365.49000,,,0,1.15000,,,0,Msini,0.92,0.03,-0.03,0,191.8604963,0.1123707,-0.1123707,31.8766000,0.0728000,-0.0728000,31.3423000,0.0711173,-0.0711173
HD 131496 b,HD 131496,1,Radial Velocity,2.010000,0.120000,-0.120000,0,,,,,,,,,572.09400,31.78300,-31.78300,0,1.80000,0.10000,-0.10000,0,,,,,,,,,572.09400,31.78300,-31.78300,0,1.80000,0.10000,-0.10000,0,Msini,1.34,,,0,55.4411361,0.1084137,-0.1084137,131.8490000,1.1530000,-1.1530000,7.5564700,0.0658125,-0.0658125
HD 131664 b,HD 131664,1,Radial Velocity,3.170000,0.070000,-0.070000,0,,,,,,,,,6076.90960,540.31100,-540.31100,0,19.12000,1.70000,-1.70000,0,,,,,,,,,6076.90960,540.31100,-540.31100,0,19.12000,1.70000,-1.70000,0,Msini,1.19,0.11,-0.11,0,25.9452314,0.0529109,-0.0529109,52.8128000,0.0981500,-0.0981500,18.9059000,0.0349289,-0.0349289
HD 13167 b,HD 13167,1,Radial Velocity,4.100000,0.340000,-0.340000,0,,,,,,,,,1052.01730,50.85280,-50.85280,0,3.31000,0.16000,-0.16000,0,,,,,,,,,1052.01730,50.85280,-50.85280,0,3.31000,0.16000,-0.16000,0,Msini,1.35,,,0,58.0470631,0.0774401,-0.0774401,148.9340000,1.0840000,-1.0840000,6.6859200,0.0485009,-0.0485009
HD 13189 b,HD 13189,1,Radial Velocity,1.250000,0.080000,-0.080000,0,,,,,,,,,3480.23850,928.06360,-928.06360,0,10.95000,2.92000,-2.92000,0,,,,,,,,,3480.23850,928.06360,-928.06360,0,10.95000,2.92000,-2.92000,0,Msini,2.24,0.88,-0.88,0,5.5152485,0.0882373,-0.0882373,497.8230000,15.5170000,-15.5170000,1.9813400,0.0620988,-0.0620988
HD 132406 b,HD 132406,1,Radial Velocity,1.980000,0.060000,-0.060000,0,,,,,,,,,1709.92540,416.35730,-416.35730,0,5.38000,1.31000,-1.31000,0,,,,,,,,,1709.92540,416.35730,-416.35730,0,5.38000,1.31000,-1.31000,0,Msini,1.03,0.15,-0.15,0,280.7342940,0.0499827,-0.0499827,70.7832000,0.1384000,-0.1384000,14.0987000,0.0274165,-0.0274165
HD 132563 b,HD 132563,1,Radial Velocity,2.620000,0.040000,-0.040000,0,,,,,,,,,473.54700,28.60350,-28.60350,0,1.49000,0.09000,-0.09000,0,,,,,,,,,473.54700,28.60350,-28.60350,0,1.49000,0.09000,-0.09000,0,Msini,1.23,0.18,-0.18,0,92.4090915,0.0442740,-0.0442740,105.1550000,0.2820000,-0.2820000,9.4809300,0.0253223,-0.0253223
HD 133131 A b,HD 133131 A,1,Radial Velocity,1.440000,0.005000,-0.005000,0,,,,,,,,,451.31860,12.71320,-12.71320,0,1.42000,0.04000,-0.04000,0,,,,,,,,,451.31860,12.71320,-12.71320,0,1.42000,0.04000,-0.04000,0,Msini,0.95,,,0,205.4595009,0.0890086,-0.0890086,51.4736000,0.1487000,-0.1487000,19.3988000,0.0557101,-0.0557101
HD 133131 A c,HD 133131 A,1,Radial Velocity,4.490000,0.920000,-0.920000,0,,,,,,,,,133.48860,47.67450,-47.67450,0,0.42000,0.15000,-0.15000,0,,,,,,,,,133.48860,47.67450,-47.67450,0,0.42000,0.15000,-0.15000,0,Msini,0.95,,,0,205.4595009,0.0890086,-0.0890086,51.4736000,0.1487000,-0.1487000,19.3988000,0.0557101,-0.0557101
HD 133131 B b,HD 133131 B,1,Radial Velocity,6.150000,0.590000,-0.590000,0,,,,,,,,,794.57500,15.89150,-15.89150,0,2.50000,0.05000,-0.05000,0,,,,,,,,,794.57500,15.89150,-15.89150,0,2.50000,0.05000,-0.05000,0,Msini,0.93,,,0,211.2217501,0.1007108,-0.1007108,51.2993000,0.1678500,-0.1678500,19.4648000,0.0633058,-0.0633058
HD 134060 b,HD 134060,1,Radial Velocity,0.044400,0.001300,-0.001400,0,,,,,,,,,10.10000,0.79000,-0.75000,0,0.03180,0.00250,-0.00240,0,,,,,,,,,10.10000,0.79000,-0.75000,0,0.03180,0.00250,-0.00240,0,Msini,1.09,,,0,185.9811074,0.0443127,-0.0443127,24.0125000,0.0203500,-0.0203500,41.6160000,0.0350929,-0.0350929
HD 134060 c,HD 134060,1,Radial Velocity,2.392800,0.092900,-0.095100,0,,,,,,,,,29.29000,4.43000,-4.24000,0,0.09220,0.01390,-0.01330,0,,,,,,,,,29.29000,4.43000,-4.24000,0,0.09220,0.01390,-0.01330,0,Msini,1.09,,,0,185.9811074,0.0443127,-0.0443127,24.0125000,0.0203500,-0.0203500,41.6160000,0.0350929,-0.0350929
HD 134987 b,HD 134987,1,Radial Velocity,0.810000,0.020000,-0.020000,0,,,,,,,,,511.70630,22.24810,-22.24810,0,1.61000,0.07000,-0.07000,0,,,,,,,,,511.70630,22.24810,-22.24810,0,1.61000,0.07000,-0.07000,0,Msini,1.10,0.07,-0.07,0,407.3027012,0.1302591,-0.1302591,26.1804000,0.0515500,-0.0515500,38.1678000,0.0746519,-0.0746519
HD 134987 c,HD 134987,1,Radial Velocity,5.800000,0.500000,-0.500000,0,,,,,,,,,260.00000,10.00000,-10.00000,0,0.82000,0.03000,-0.03000,0,,,,,,,,,260.00000,10.00000,-10.00000,0,0.82000,0.03000,-0.03000,0,Msini,1.10,0.07,-0.04,0,407.3027012,0.1302591,-0.1302591,26.1804000,0.0515500,-0.0515500,38.1678000,0.0746519,-0.0746519
HD 136352 b,HD 136352,1,Radial Velocity,0.093400,0.003700,-0.004000,0,,,,,,,,,4.81000,0.59000,-0.56000,0,0.01510,0.00180,-0.00180,0,,,,,,,,,4.81000,0.59000,-0.56000,0,0.01510,0.00180,-0.00180,0,Msini,0.81,,,0,1647.3395676,0.1676637,-0.1676637,14.6820000,0.0198500,-0.0198500,68.0818000,0.0914699,-0.0914699
HD 136352 c,HD 136352,1,Radial Velocity,0.166600,0.006600,-0.007200,0,,,,,,,,,10.80000,1.08000,-1.05000,0,0.03400,0.00340,-0.00330,0,,,,,,,,,10.80000,1.08000,-1.05000,0,0.03400,0.00340,-0.00330,0,Msini,0.81,,,0,1647.3395676,0.1676637,-0.1676637,14.6820000,0.0198500,-0.0198500,68.0818000,0.0914699,-0.0914699
HD 136352 d,HD 136352,1,Radial Velocity,0.412800,0.016300,-0.017500,0,,,,,,,,,8.58000,1.18000,-1.15000,0,0.02700,0.00370,-0.00360,0,,,,,,,,,8.58000,1.18000,-1.15000,0,0.02700,0.00370,-0.00360,0,Msini,0.81,,,0,1647.3395676,0.1676637,-0.1676637,14.6820000,0.0198500,-0.0198500,68.0818000,0.0914699,-0.0914699
HD 136418 b,HD 136418,1,Radial Velocity,1.290000,0.030000,-0.030000,0,,,,,,,,,680.15620,47.67450,-47.67450,0,2.14000,0.15000,-0.15000,0,,,,,,,,,680.15620,47.67450,-47.67450,0,2.14000,0.15000,-0.15000,0,Msini,1.48,0.12,-0.12,0,183.0304034,0.0639674,-0.0639674,105.1680000,0.3105000,-0.3105000,9.4797800,0.0278799,-0.0278799
HD 13724 b,HD 13724,1,Radial Velocity,12.400000,2.600000,-0.900000,0,,,,,,,,,8508.30910,1398.45200,-699.22600,0,26.77000,4.40000,-2.20000,0,,,,,,,,,8508.30910,1398.45200,-699.22600,0,26.77000,4.40000,-2.20000,0,Msini,1.14,0.06,-0.06,0,75.4967351,0.0435167,-0.0435167,43.4650000,0.0527500,-0.0527500,22.9781000,0.0277299,-0.0277299
HD 137388 b,HD 137388,1,Radial Velocity,0.890000,0.020000,-0.020000,0,,,,,,,,,63.56600,6.35660,-6.35660,0,0.20000,0.02000,-0.02000,0,,,,,,,,,63.56600,6.35660,-6.35660,0,0.20000,0.02000,-0.02000,0,Msini,0.68,0.05,-0.05,0,64.4146602,0.0506849,-0.0506849,40.4841000,0.0540000,-0.0540000,24.6722000,0.0327145,-0.0327145
HD 13908 b,HD 13908,1,Radial Velocity,0.154000,0.002500,-0.002500,0,,,,,,,,,274.91000,11.12000,-11.12000,0,0.86500,0.03500,-0.03500,0,,,,,,,,,274.91000,11.12000,-11.12000,0,0.86500,0.03500,-0.03500,0,Msini,1.29,0.04,-0.04,0,45.3829883,0.0492450,-0.0492450,79.5515000,0.2190500,-0.2190500,12.5417000,0.0343565,-0.0343565
HD 13908 c,HD 13908,1,Radial Velocity,2.030000,0.040000,-0.040000,0,,,,,,,,,1630.40000,79.45000,-79.45000,0,5.13000,0.25000,-0.25000,0,,,,,,,,,1630.40000,79.45000,-79.45000,0,5.13000,0.25000,-0.25000,0,Msini,1.29,0.04,-0.04,0,45.3829883,0.0492450,-0.0492450,79.5515000,0.2190500,-0.2190500,12.5417000,0.0343565,-0.0343565
HD 13931 b,HD 13931,1,Radial Velocity,5.150000,0.330000,-0.330000,0,,,,,,,,,699.22600,66.74430,-66.74430,0,2.20000,0.21000,-0.21000,0,,,,,,,,,699.22600,66.74430,-66.74430,0,2.20000,0.21000,-0.21000,0,Msini,1.30,0.13,-0.13,0,208.5162520,0.1104632,-0.1104632,47.3963000,0.1442000,-0.1442000,21.0701000,0.0637051,-0.0637051
HD 139357 b,HD 139357,1,Radial Velocity,2.360000,0.200000,-0.200000,0,,,,,,,,,3101.89000,683.30600,-683.30600,0,9.76000,2.15000,-2.15000,0,,,,,,,,,3101.89000,683.30600,-683.30600,0,9.76000,2.15000,-2.15000,0,Msini,1.35,0.24,-0.24,0,18.8494579,0.0957597,-0.0957597,112.0900000,0.6980000,-0.6980000,8.8929900,0.0551271,-0.0551271
HD 1397 b,HD 1397,1,Transit,0.109700,0.001100,-0.001300,0,131.89945,6.35660,-6.35660,0,0.41500,0.02000,-0.02000,0,,,,,,,,,,,,,,,,,131.89945,6.35660,-6.35660,0,0.41500,0.02000,-0.02000,0,Mass,1.32,0.04,-0.05,0,64.9597291,0.0491517,-0.0491517,79.5702000,0.1734500,-0.1734500,12.5386000,0.0271885,-0.0271885
HD 14067 b,HD 14067,1,Radial Velocity,3.400000,0.100000,-0.100000,0,,,,,,,,,2479.00000,222.50000,-222.50000,0,7.80000,0.70000,-0.70000,0,,,,,,,,,2479.00000,222.50000,-222.50000,0,7.80000,0.70000,-0.70000,0,Msini,2.40,0.20,-0.20,0,52.0525535,0.0629734,-0.0629734,142.0240000,0.8400000,-0.8400000,7.0124700,0.0413358,-0.0413358
HD 141399 b,HD 141399,1,Radial Velocity,0.415000,0.011000,-0.011000,0,,,,,,,,,143.34133,9.53490,-9.53490,0,0.45100,0.03000,-0.03000,0,,,,,,,,,143.34133,9.53490,-9.53490,0,0.45100,0.03000,-0.03000,0,Msini,1.07,0.08,-0.08,0,108.5340895,0.0395193,-0.0395193,37.0169000,0.0329500,-0.0329500,26.9857000,0.0238575,-0.0238575
HD 141399 c,HD 141399,1,Radial Velocity,0.689000,0.020000,-0.020000,0,,,,,,,,,422.71390,25.42640,-25.42640,0,1.33000,0.08000,-0.08000,0,,,,,,,,,422.71390,25.42640,-25.42640,0,1.33000,0.08000,-0.08000,0,Msini,1.07,0.08,-0.08,0,108.5340895,0.0395193,-0.0395193,37.0169000,0.0329500,-0.0329500,26.9857000,0.0238575,-0.0238575
HD 141399 d,HD 141399,1,Radial Velocity,2.090000,0.060000,-0.060000,0,,,,,,,,,375.03940,25.42640,-25.42640,0,1.18000,0.08000,-0.08000,0,,,,,,,,,375.03940,25.42640,-25.42640,0,1.18000,0.08000,-0.08000,0,Msini,1.07,0.08,-0.08,0,108.5340895,0.0395193,-0.0395193,37.0169000,0.0329500,-0.0329500,26.9857000,0.0238575,-0.0238575
HD 141399 e,HD 141399,1,Radial Velocity,5.000000,1.500000,-1.500000,0,,,,,,,,,209.76780,31.78300,-31.78300,0,0.66000,0.10000,-0.10000,0,,,,,,,,,209.76780,31.78300,-31.78300,0,0.66000,0.10000,-0.10000,0,Msini,1.07,0.08,-0.08,0,108.5340895,0.0395193,-0.0395193,37.0169000,0.0329500,-0.0329500,26.9857000,0.0238575,-0.0238575
HD 141937 b,HD 141937,1,Radial Velocity,1.500000,0.030000,-0.030000,0,,,,,,,,,3079.77270,127.13200,-127.13200,0,9.69000,0.40000,-0.40000,0,,,,,,,,,3079.77270,127.13200,-127.13200,0,9.69000,0.40000,-0.40000,0,Msini,1.09,0.05,-0.05,0,99.0912957,0.1321832,-0.1321832,33.3622000,0.0718000,-0.0718000,29.9453000,0.0640165,-0.0640165
HD 142 b,HD 142,1,Radial Velocity,1.020000,0.030000,-0.030000,0,,,,,,,,,397.27000,47.67000,-47.67000,0,1.25000,0.15000,-0.15000,0,,,,,,,,,397.27000,47.67000,-47.67000,0,1.25000,0.15000,-0.15000,0,Msini,1.23,0.22,-0.16,0,576.4678738,0.0583728,-0.0583728,26.1853000,0.0447500,-0.0447500,38.1605000,0.0647975,-0.0647975
HD 142 c,HD 142,1,Radial Velocity,6.800000,0.500000,-0.500000,0,,,,,,,,,1684.40000,222.50000,-222.50000,0,5.30000,0.70000,-0.70000,0,,,,,,,,,1684.40000,222.50000,-222.50000,0,5.30000,0.70000,-0.70000,0,Msini,1.23,0.22,-0.16,0,576.4678738,0.0583728,-0.0583728,26.1853000,0.0447500,-0.0447500,38.1605000,0.0647975,-0.0647975
HD 142022 A b,HD 142022 A,1,Radial Velocity,2.930000,0.070000,-0.070000,0,,,,,,,,,1411.16520,1007.52110,-1007.52110,0,4.44000,3.17000,-3.17000,0,,,,,,,,,1411.16520,1007.52110,-1007.52110,0,4.44000,3.17000,-3.17000,0,Msini,0.90,0.05,-0.05,0,338.4961047,0.0408286,-0.0408286,34.2802000,0.0315000,-0.0315000,29.1424000,0.0266004,-0.0266004
HD 142245 b,HD 142245,1,Radial Velocity,2.780000,0.090000,-0.090000,0,,,,,,,,,975.73810,133.48860,-133.48860,0,3.07000,0.42000,-0.42000,0,,,,,,,,,975.73810,133.48860,-133.48860,0,3.07000,0.42000,-0.42000,0,Msini,3.50,0.47,-0.47,0,61.4596966,0.0465258,-0.0465258,97.2305000,0.3914000,-0.3914000,10.2562000,0.0410911,-0.0410911
HD 142415 b,HD 142415,1,Radial Velocity,1.060000,0.020000,-0.020000,0,,,,,,,,,530.77610,38.13960,-38.13960,0,1.67000,0.12000,-0.12000,0,,,,,,,,,530.77610,38.13960,-38.13960,0,1.67000,0.12000,-0.12000,0,Msini,1.07,0.10,-0.10,0,151.9685258,0.0508779,-0.0508779,35.5318000,0.0417500,-0.0417500,28.1149000,0.0328049,-0.0328049
HD 143105 b,HD 143105,1,Radial Velocity,0.037900,0.000900,-0.000900,0,,,,,,,,,384.57430,19.06980,-19.06980,0,1.21000,0.06000,-0.06000,0,,,,,,,,,384.57430,19.06980,-19.06980,0,1.21000,0.06000,-0.06000,0,Msini,1.51,0.11,-0.11,0,31.7710591,0.0390857,-0.0390857,46.7789000,0.0434000,-0.0434000,21.3482000,0.0196856,-0.0196856
HD 143361 b,HD 143361,1,Radial Velocity,1.988000,0.018000,-0.018000,0,,,,,,,,,1122.57556,20.65895,-20.97678,0,3.53200,0.06500,-0.06600,0,,,,,,,,,1122.57556,20.65895,-20.97678,0,3.53200,0.06500,-0.06600,0,Msini,0.97,0.03,-0.03,0,197.3479295,0.0954391,-0.0954391,68.5146000,0.2958500,-0.2958500,14.5670000,0.0625497,-0.0625497
HD 145377 b,HD 145377,1,Radial Velocity,0.450000,0.010000,-0.010000,0,,,,,,,,,1913.33660,152.55840,-152.55840,0,6.02000,0.48000,-0.48000,0,,,,,,,,,1913.33660,152.55840,-152.55840,0,6.02000,0.48000,-0.48000,0,Msini,1.20,0.14,-0.14,0,25.3899698,0.1055900,-0.1055900,53.4884000,0.1435500,-0.1435500,18.6669000,0.0498023,-0.0498023
HD 145457 b,HD 145457,1,Radial Velocity,0.760000,0.040000,-0.040000,0,,,,,,,,,708.76090,133.48860,-133.48860,0,2.23000,0.42000,-0.42000,0,,,,,,,,,708.76090,133.48860,-133.48860,0,2.23000,0.42000,-0.42000,0,Msini,1.23,0.34,-0.34,0,41.1368197,0.0369356,-0.0369356,135.2920000,0.4035000,-0.4035000,7.3625100,0.0218630,-0.0218630
HD 145934 b,HD 145934,1,Radial Velocity,4.600000,0.140000,-0.140000,0,,,,,,,,,724.62000,82.63000,-82.63000,0,2.28000,0.26000,-0.26000,0,,,,,,,,,724.62000,82.63000,-82.63000,0,2.28000,0.26000,-0.26000,0,Msini,1.75,0.10,-0.10,0,9.1821593,0.0515018,-0.0515018,227.8810000,2.3975000,-2.3975000,4.3600900,0.0458168,-0.0458168
HD 1461 b,HD 1461,1,Radial Velocity,0.063400,0.002200,-0.002200,0,,,,,,,,,6.44000,0.61000,-0.61000,0,0.02026,0.00192,-0.00192,0,,,,,,,,,6.44000,0.61000,-0.61000,0,0.02026,0.00192,-0.00192,0,Msini,1.02,,,0,441.9148713,0.0939019,-0.0939019,23.4534000,0.0309000,-0.0309000,42.6090000,0.0557121,-0.0557121
HD 1461 c,HD 1461,1,Radial Velocity,0.111700,0.003900,-0.003900,0,,,,,,,,,5.59000,0.73000,-0.73000,0,0.01759,0.00230,-0.00230,0,,,,,,,,,5.59000,0.73000,-0.73000,0,0.01759,0.00230,-0.00230,0,Msini,1.02,,,0,441.9148713,0.0939019,-0.0939019,23.4534000,0.0309000,-0.0309000,42.6090000,0.0557121,-0.0557121
HD 147018 b,HD 147018,1,Radial Velocity,0.238800,0.003900,-0.003900,0,,,,,,,,,674.00000,20.00000,-20.00000,0,2.12000,0.07000,-0.07000,0,,,,,,,,,674.00000,20.00000,-20.00000,0,2.12000,0.07000,-0.07000,0,Msini,0.93,0.03,-0.03,0,362.6510824,0.0575347,-0.0575347,40.4256000,0.0714500,-0.0714500,24.7079000,0.0433806,-0.0433806
HD 147018 c,HD 147018,1,Radial Velocity,1.922000,0.039000,-0.039000,0,,,,,,,,,2080.00000,100.00000,-100.00000,0,6.56000,0.32000,-0.32000,0,,,,,,,,,2080.00000,100.00000,-100.00000,0,6.56000,0.32000,-0.32000,0,Msini,0.93,0.03,-0.03,0,362.6510824,0.0575347,-0.0575347,40.4256000,0.0714500,-0.0714500,24.7079000,0.0433806,-0.0433806
HD 147379 b,HD 147379,1,Radial Velocity,0.323000,0.005000,-0.006000,0,,,,,,,,,28.55000,1.49000,-1.45000,0,0.08983,0.00469,-0.00456,0,,,,,,,,,28.55000,1.49000,-1.45000,0,0.08983,0.00469,-0.00456,0,Msini,0.60,0.07,-0.07,0,505.0707750,0.0498423,-0.0498423,10.7643000,0.0036500,-0.0036500,92.8704000,0.0311040,-0.0311040
HD 147513 b,HD 147513,1,Radial Velocity,1.320000,,,0,,,,,,,,,385.00000,,,0,1.21000,,,0,,,,,,,,,385.00000,,,0,1.21000,,,0,Msini,1.11,,,0,74.2368600,0.3055472,-0.3055472,12.9032000,0.0233500,-0.0233500,77.4716000,0.1391120,-0.1391120
HD 14787 b,HD 14787,1,Radial Velocity,1.700000,0.190000,-0.190000,0,,,,,,,,,356.28743,21.93027,-21.93027,0,1.12100,0.06900,-0.06900,0,,,,,,,,,356.28743,21.93027,-21.93027,0,1.12100,0.06900,-0.06900,0,Msini,1.43,,,0,16.2124844,0.0930094,-0.0930094,119.1370000,0.7555000,-0.7555000,8.3652600,0.0528267,-0.0528267
